regime	schedule	metric	arm	driver	gran	nlr	seed	split	acc	forget	probe	g_h0	g_h1	g_out	acc_live	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
normal	step	taskil	bufcur	taskid	neuron	1e-06	43	test	0.984293	0.00449475	0.2115	0.000253682	0.000207905	0.000391978	0.984293	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	bufcur	taskid	neuron	0	43	test	0.976645	0.00784555	0.2115	0	0	0	0.976645	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	bufcur	taskid	neuron	1e-06	44	test	0.983319	0.00506563	0.2115	0.000264787	0.000235851	0.000309378	0.983319	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	bufcur	taskid	neuron	0	44	test	0.979076	0.00534957	0.2115	0	0	0	0.979076	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	erown	taskid	neuron	0.01	42	test	0.920527	0.0639026	0.2115	0.153197	0.152507	0.149968	0.920527	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	erown	taskid	neuron	0	42	test	0.902374	0.0837481	0.2115	0	0	0	0.902374	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	erown	taskid	neuron	0.01	43	test	0.93026	0.0501031	0.2115	0.167399	0.161503	0.172907	0.93026	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	erown	taskid	neuron	0	43	test	0.89823	0.0873339	0.2115	0	0	0	0.89823	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	erown	taskid	neuron	0.01	44	test	0.921381	0.0588734	0.2115	0.164027	0.171903	0.184352	0.921381	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	erown	taskid	neuron	0	44	test	0.902062	0.0836239	0.2115	0	0	0	0.902062	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	bufcur	taskid	neuron	0.0001	42	test	0.625104	0.113116	0.2115	0.00452603	0.00489426	0.01038	0.625104	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	bufcur	taskid	neuron	0	42	test	0.628424	0.12465	0.2115	0	0	0	0.628424	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	bufcur	taskid	neuron	0.0001	43	test	0.636307	0.129635	0.2115	0.00446322	0.0048274	0.00914422	0.636307	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	bufcur	taskid	neuron	0	43	test	0.628256	0.142757	0.2115	0	0	0	0.628256	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	bufcur	taskid	neuron	0.0001	44	test	0.572034	0.121727	0.2115	0.00468425	0.00489677	0.00953468	0.572034	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	classil	bufcur	taskid	neuron	0	44	test	0.581151	0.12579	0.2115	0	0	0	0.581151	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	erown	taskid	neuron	0.01	42	test	0.994982	0.00212317	0.2115	0.140859	0.142787	0.508029	0.994982	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	erown	taskid	neuron	0	42	test	0.994623	0.0023879	0.2115	0	0	0	0.994623	478410	4050	0.0085	3144000	3	2	1	0
