regime	schedule	metric	arm	driver	gran	nlr	seed	split	acc	forget	probe	g_h0	g_h1	g_out	acc_live	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
normal	boundary	classil	bufcur	ach	neuron	0	43	test	0.627644	0.142391	0.2115	0	0	0	0.627644	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	bufcur	ach	neuron	0.0001	44	test	0.562495	0.104081	0.2552	0.0172149	0.0196082	0.0226263	0.562495	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	bufcur	ach	neuron	0	44	test	0.580254	0.126591	0.2115	0	0	0	0.580254	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	erown	ach	neuron	0.1	42	test	0.993011	0.0035093	0.2115	0.139843	0.147948	0.503151	0.993011	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	erown	ach	neuron	0	42	test	0.995512	0.00200277	0.2115	0	0	0	0.995512	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	erown	ach	neuron	0.1	43	test	0.949894	0.0379719	0.2115	3.76252	2.67274	0.787973	0.949894	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	erown	ach	neuron	0	43	test	0.994468	0.00313022	0.2115	0	0	0	0.994468	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	erown	ach	neuron	0.1	44	test	0.994367	0.00283639	0.2115	0.0930523	0.0911951	0.458922	0.994367	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	erown	ach	neuron	0	44	test	0.994692	0.00251458	0.2115	0	0	0	0.994692	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0.01	42	test	0.985256	0.0011855	0.2613	0.126472	0.120343	0.0596986	0.985256	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0	42	test	0.980493	0.00486295	0.2115	0	0	0	0.980493	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0.01	43	test	0.982271	0.00285404	0.3192	0.0661591	0.0652549	0.0902389	0.982271	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0	43	test	0.976285	0.00831169	0.2115	0	0	0	0.976285	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0.01	44	test	0.978931	0.00578986	0.298	0.109822	0.100762	0.0585753	0.978931	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0	44	test	0.978871	0.00577094	0.2115	0	0	0	0.978871	478410	25963	0.0543	3144000	3	2	1	0
budget	boundary	classil	erown	er	-	0	42	test	0.781476	0.207484	nan	0	0	0	0.781476	478410	0	0	628800	1	1	1	0
budget	boundary	classil	erown	er	-	0	43	test	0.786269	0.202779	nan	0	0	0	0.786269	478410	0	0	628800	1	1	1	0
budget	boundary	classil	erown	er	-	0	44	test	0.806147	0.183308	nan	0	0	0	0.806147	478410	0	0	628800	1	1	1	0
budget	boundary	classil	erown	ach	neuron	0.01	42	test	0.82712	0.158987	0.2314	0.0595738	0.0575222	0.0605857	0.82712	478410	25963	0.0543	628800	3	2	1	0
budget	boundary	classil	erown	ach	neuron	0	42	test	0.758029	0.231337	0.2115	0	0	0	0.758029	478410	25963	0.0543	628800	3	2	1	0
budget	boundary	classil	erown	ach	neuron	0.01	43	test	0.832986	0.153515	0.2648	0.0503132	0.0476856	0.0535623	0.832986	478410	25963	0.0543	628800	3	2	1	0
budget	boundary	classil	erown	ach	neuron	0	43	test	0.77976	0.20887	0.2115	0	0	0	0.77976	478410	25963	0.0543	628800	3	2	1	0
